0	What is the future impact of the Carnegie Tech and Mellon Institute merger on Carnegie Mellon University?
1	How has SCS expanded in terms of departments and areas of study since its inception?
2	What is the official mascot of Carnegie Mellon University?
3	In which athletic conferences does Carnegie Mellon University (CMU) participate?
4	Who is the contact for RoboNLP at the Language Technologies Institute?
5	How does the MLT program integrate research into its curriculum?
6	How does the MIIS program prepare students for their careers?
7	Can you describe the contributions of CMU to the field of computer chess?
8	Who was appointed as CMU's first Dean of Computer Science?
9	How many alumni does Carnegie Mellon University (CMU) have?
10	What did the Carnegie Institute of Technology merge with to become Carnegie Mellon University?
11	Can you describe the main focus of the Ph.D. in Language and Information Technology program at LTI?
12	How did CMU become the best-wired campus in the world?
13	What is the actual meaning of a Tartan?
14	Can you provide the phone numbers for faculty with interests in Machine Learning?
15	How do buggies accommodate their drivers?
16	Who founded Carnegie Mellon University and what type of pet did he keep?
17	How did the merger between Carnegie Tech and the Mellon Institute contribute to the establishment of Carnegie Mellon University's current structure?
18	What is the phone number for the faculty member specializing in Spoken Language Translation?
19	Who founded Carnegie Technical Schools?
20	Who founded the Mellon Institute, which later merged with Carnegie Tech?
21	What is Yonatan Bisk's research area?
22	What is the final application deadline for Fall 2024 admission to the Dual-Degree Ph.D. program?
23	How many faculty members have an interest in Spoken Interfaces and Dialogue Processing?
24	What is required for admission to the MIIS program at LTI?
25	Who were the creators of the Logic Theorist?
26	What was Andrew Carnegie's belief about wealth?
27	What role did CMU's Computer Science Department play in the advancement of multiprocessor systems?
28	Can you name a few places where Carnegie Mellon has research partnerships?
29	What motto is associated with the Carnegie Technical Schools, reflecting Andrew Carnegie's values?
30	Who co-chaired the Mascot Identity Task Force at Carnegie Mellon?
31	What are the differences between the MIIS-16 and MIIS-21 degree options at LTI?
32	How does the curriculum of the MIIS degree program at LTI vary between the MIIS-16 and MIIS-21 options?
33	What accolades have Carnegie Mellon alumni achieved?
34	What does the H. John Heinz III College specialize in?
35	List the faculty members who have provided their phone numbers.
36	What is unique about the graphic mascot's appearance?
37	When was Carnegie Technical Schools founded?
38	What type of surface does Gesling Stadium have?
39	How did Andrew Carnegie rise to prominence?
40	What was the significance of the first U.S. drama degree awarded at Carnegie Tech?
41	What was CMU's role in the creation of the Pittsburgh Supercomputing Center?
42	What is the deadline to apply for a minor in language technologies at LTI?
43	Why was the Scottish terrier chosen as the mascot of Carnegie Mellon University?
44	How has Carnegie Mellon contributed to innovation since its founding?
45	What is the graphic of the official mascot of Carnegie Mellon University?
46	What kind of music does The Kiltie Band perform?
47	What was the original name of the Carnegie Institute of Technology?
48	When are new buggy names revealed to the public?
49	How many students benefit from cognitive tutoring programs developed at CMU annually?
50	When was the Computer Science Department at Carnegie Tech established?
51	What department administers The Kiltie Band?
52	How did Andrew Carnegie educate himself?
53	What is the hallmark of Carnegie Mellon research, as established by Carnegie Tech?
54	What major change happened at Carnegie Tech in 1973?
55	How did the creation of the first freshman-level computer programming course impact the field of computer science education?
56	How did the university culture at Carnegie Tech change with the arrival of the first IBM computer?
57	How did the Andrew project aim to revolutionize computer access?
58	What are the key physical traits of the Scottish Terrier that align with Carnegie Mellon University's image?
59	List the offices for all faculty members whose research includes Information Extraction.
60	What is the mailing address for Carnegie Mellon University?
61	What was the first graduate degree offered by Carnegie Tech, and to whom?
62	When did Carnegie Mellon begin offering degree programs outside of Pittsburgh?
63	How many undergraduate students were enrolled at Carnegie Mellon University (CMU)?
64	What was the outcome of CMU's self-driving SUV named BOSS in 2007?
65	What does the graphic of Carnegie Mellon's official mascot feature?
66	What is the significance of the year 1900 in the context of CMU's campus development?
67	What physical aspects of the Scottish Terrier exemplify its representation as a mascot?
